"GEOID","NAME","Particulate.Matter"
"40143006707","67.07",7.69384813301619
"40143007641","76.41",8.70860246335239
"40143002301","23.01",8.48394183144664
"40143007519","75.19",8.20455260326109
"40143007516","75.16",7.64516377548785
"40143007311","73.11",7.53342130866867
"40143005900","59",7.58190576546164
"40143001800","18",8.51426379686136
"40143005801","58.01",7.84157598631531
"40143007802","78.02",7.52000296931134
"40143007613","76.13",8.68934558111061
"40143009401","94.01",7.43589131660353
"40143008501","85.01",7.51484492066294
"40143007413","74.13",8.35807049567105
"40143007629","76.29",8.18201876721554
"40143004500","45",8.3229440525191
"40143005001","50.01",8.61729067729742
"40143007518","75.18",7.75578266470376
"40143007312","73.12",7.77946908984161
"40143006804","68.04",8.83429510917971
"40143005401","54.01",7.34855094044769
"40143007642","76.42",8.42739802424063
"40143006708","67.08",7.62102918366446
"40143009200","92",7.70023956488145
"40143009300","93",7.55705767131336
"40143009402","94.02",7.29696237356137
"40143011100","111",7.46808541149488
"40143007801","78.01",7.64198845206414
"40143006906","69.06",8.45712728312986
"40143004600","46",8.08401560592595
"40143004800","48",8.15470680256768
"40143004900","49",8.43631047062863
"40143005002","50.02",8.2492302795213
"40143005100","51",8.36642980395772
"40143005200","52",8.76930037822267
"40143005300","53",8.39205576721228
"40143005600","56",7.32510821331379
"40143004700","47",7.95563633507376
"40143005700","57",7.63821600252654
"40143005805","58.05",7.90431235786385
"40143005806","58.06",7.49565896856672
"40143006000","60",8.3105321607551
"40143006200","62",7.71004590540898
"40143006506","65.06",7.30499716284308
"40143006507","65.07",7.25205073917689
"40143006600","66",7.57800394972284
"40143006701","67.01",7.74306116574694
"40143006703","67.03",8.14962181387572
"40143006705","67.05",7.66574881714166
"40143006801","68.01",8.63828269025974
"40143006902","69.02",8.79114316296135
"40143006903","69.03",8.69440022431394
"40143006905","69.05",8.65618419180606
"40143006907","69.07",8.47145851263506
"40143007000","70",8.62684016027435
"40143007101","71.01",8.24313116403388
"40143007409","74.09",7.7064012817534
"40143007102","71.02",8.02169774644313
"40143007200","72",8.48340926273406
"40143007306","73.06",8.45937725860653
"40143007308","73.08",7.45507096539749
"40143007309","73.09",8.31726680370951
"40143007310","73.10",8.30219647390013
"40143007402","74.02",8.64386658656847
"40143007407","74.07",7.78259252777497
"40143007304","73.04",8.26655520924765
"40143007305","73.05",7.85660347975224
"40143007408","74.08",7.91633139239779
"40143007410","74.10",7.83727829937693
"40143007506","75.06",7.57024716273026
"40143007415","74.15",8.6891215450221
"40143007503","75.03",8.24740508803145
"40143007507","75.07",8.41803722276406
"40143007411","74.11",7.7791258121448
"40143007508","75.08",7.76110405192098
"40143007510","75.10",8.59352264622491
"40143007511","75.11",7.75696427005885
"40143007512","75.12",8.44055805203243
"40143007513","75.13",7.62160236152407
"40143007414","74.14",8.17103241258303
"40143003300","33",8.40073766044419
"40143006901","69.01",8.86251031584281
"40143007631","76.31",8.45180812911191
"40143001000","10",8.27238654471617
"40143006803","68.03",8.79908373913677
"40143005402","54.02",7.50472242492276
"40143005808","58.08",7.24414527871139
"40143005807","58.07",7.46507665944927
"40143007524","75.24",7.62623155053297
"40143007515","75.15",7.57583366783645
"40143007520","75.20",7.40293560067817
"40143007522","75.22",7.83047583196114
"40143007523","75.23",7.81531451885682
"40143007609","76.09",8.79708505299926
"40143007611","76.11",8.25529099351689
"40143007612","76.12",8.63827500765447
"40143007614","76.14",8.76130555666568
"40143007615","76.15",8.74879815255466
"40143007616","76.16",8.70890086149583
"40143007618","76.18",8.1313776093576
"40143007619","76.19",8.62575836688809
"40143007620","76.20",8.68051769692187
"40143007625","76.25",8.52438324205156
"40143007630","76.30",8.03539433177032
"40143007624","76.24",7.52695410617772
"40143007632","76.32",8.35714209771184
"40143007633","76.33",8.05902000403704
"40143007634","76.34",7.95048260094976
"40143007635","76.35",7.42548667745891
"40143007636","76.36",7.45920087093792
"40143007637","76.37",7.44422598485077
"40143007638","76.38",7.55613643324824
"40143007639","76.39",8.40421204150721
"40143007701","77.01",7.48850616776395
"40143007900","79",8.05937837167477
"40143008001","80.01",7.37653926116852
"40143008002","80.02",7.71397557772074
"40143008200","82",7.99599009776691
"40143008400","84",7.93006437773073
"40143008502","85.02",8.45083965806178
"40143008600","86",8.70029954641833
"40143008700","87",8.69447516348813
"40143008800","88",7.88719097482227
"40143008900","89",8.54211325555383
"40143009003","90.03",7.64227819060783
"40143009004","90.04",8.3587424838126
"40143009006","90.06",8.31071175059174
"40143009007","90.07",7.62031559865506
"40143001500","15",8.5
"40143009008","90.08",8.00654423756103
"40143009101","91.01",7.48856646386229
"40143009104","91.04",7.27766152764456
"40143009009","90.09",7.47389913554621
"40143000800","8",8.12472804491734
"40143001200","12",8.34058174498893
"40143001300","13",8.46732062385396
"40143001400","14",8.49999999999997
"40143001600","16",8.5
"40143001700","17",8.50237477625497
"40143001900","19",8.5
"40143002000","20",8.5
"40143002100","21",8.49999999999998
"40143002500","25",8.48517937039285
"40143002700","27",8.42059237495789
"40143002900","29",7.50242062896348
"40143003000","30",8.47508868915278
"40143003100","31",8.39715073891437
"40143003200","32",8.4539905197885
"40143003400","34",8.41031894433901
"40143003500","35",8.49999999999994
"40143003600","36",8.45736138111492
"40143003700","37",8.52258082492296
"40143003800","38",8.42680303483408
"40143003900","39",8.5359217149691
"40143004000","40",8.63552290768755
"40143004101","41.01",8.09674321301403
"40143004301","43.01",7.98556508760027
"40143008300","83",8.4288939402337
"40143000100","1",7.83235335484827
"40143000200","2",7.50728099595907
"40143000300","3",8.34183478933674
"40143000400","4",8.42661337313056
"40143000500","5",8.20263639100468
"40143000600","6",8.10832957652495
"40143000700","7",8.15895694178721
"40143004302","43.02",7.75370401516377
"40143007617","76.17",8.46025210023639
"40143007702","77.02",7.6574325443372
"40143004200","42",8.29034451347144
"40143005500","55",7.23129675392389
"40143004400","44",8.42672336095403
"40143007608","76.08",8.49803535174415
"40143007412","74.12",7.67249890142058
"40143000900","9",8.24336312527842
"40143009500","95",7.25398638380886
