"GEOID","NAME","Particulate.Matter"
"34021000800","8",8.69466669639985
"34021000900","9",8.55350687002678
"34021001000","10",8.66267937581141
"34021001200","12",8.2087888105021
"34021001401","14.01",8.57167157200556
"34021001500","15",8.59258367570999
"34021001600","16",8.57340700932608
"34021001700","17",8.49648837052534
"34021001800","18",8.45399999573338
"34021001900","19",8.40691359984546
"34021002000","20",8.45485283643981
"34021001300","13",8.37659641675613
"34021004304","43.04",7.24929397767382
"34021003202","32.02",8.41694621947785
"34021004204","42.04",7.65345110631322
"34021003302","33.02",7.63898704816302
"34021000700","7",8.50961507892017
"34021002100","21",8.43933590479758
"34021002200","22",8.30767113719969
"34021002601","26.01",8.54581797088323
"34021002602","26.02",8.55765343624462
"34021002701","27.01",8.35143966139963
"34021002702","27.02",8.20394934487441
"34021002800","28",8.27608884149555
"34021002902","29.02",8.33817296243609
"34021002904","29.04",8.04095921806637
"34021003002","30.02",7.79777009025428
"34021003006","30.06",7.89183203030091
"34021003007","30.07",7.78149397804516
"34021003008","30.08",8.01375433778775
"34021003009","30.09",8.03012636753004
"34021000100","1",8.75843430109787
"34021004502","45.02",7.87701595694567
"34021000200","2",8.75075403690976
"34021000300","3",8.63294538229023
"34021000400","4",8.69866920713124
"34021000500","5",8.56112612402318
"34021003703","37.03",8.37411779553678
"34021003704","37.04",8.16817445794551
"34021003706","37.06",7.97247046356214
"34021003902","39.02",7.47723463570618
"34021004000","40",7.86962429929532
"34021003905","39.05",7.31417438179789
"34021004309","43.09",7.43482089051349
"34021003004","30.04",8.17628124952734
"34021004201","42.01",7.64159627229353
"34021004306","43.06",7.2204707270023
"34021004307","43.07",7.38840379700918
"34021004403","44.03",7.65198302639492
"34021004404","44.04",7.69714819425822
"34021004407","44.07",7.53819411987752
"34021003400","34",8.52485362163266
"34021004203","42.03",7.47283238298685
"34021003001","30.01",7.73088911366277
"34021004301","43.01",7.52880337180114
"34021003800","38",7.37310358381986
"34021004405","44.05",7.50516612578263
"34021002903","29.03",8.24660027710033
"34021004406","44.06",7.4314605719162
"34021001402","14.02",8.56082409848194
"34021003100","31",8.51032986144886
"34021003003","30.03",7.99339550661193
"34021003705","37.05",7.92360653790988
"34021002400","24",8.80000019073501
"34021004310","43.10",7.28850518136624
"34021001101","11.01",8.48376013262171
"34021003301","33.01",7.88245090906131
"34021003500","35",8.53808395255757
"34021003601","36.01",8.45609432477731
"34021003602","36.02",8.35775435224463
"34021003904","39.04",7.61922249208109
"34021003903","39.03",7.76155922178069
"34021003201","32.01",8.42636285259941
"34021000600","6",8.41059079893667
"34021002500","25",8.55267252776443
"34021004501","45.01",7.80914749283433
"34021001102","11.02",8.52071771008132
