"GEOID","NAME","Particulate.Matter"
"39085204301","2043.01",7.00173639330853
"39085202900","2029",8.01851614294464
"39085205002","2050.02",6.61620936991225
"39085204900","2049",6.7642077992911
"39085204500","2045",8.22171900531115
"39085200200","2002",8.03001303578375
"39085202800","2028",7.85495474280175
"39085205701","2057.01",7.14086979539007
"39085205800","2058",6.63853502677629
"39085202700","2027",7.2302489026414
"39085204800","2048",7.5822561620257
"39085206000","2060",6.89025588460643
"39085205900","2059",6.57606562812917
"39085201100","2011",6.60715035582597
"39085202600","2026",7.38983322969285
"39085201500","2015",7.23891044806551
"39085202000","2020",7.9435795566685
"39085200100","2001",7.8158963985472
"39085200300","2003",8.37270608800842
"39085200400","2004",8.88038714486154
"39085200500","2005",8.63363164935067
"39085200600","2006",9.05208603966482
"39085200800","2008",7.27719338185445
"39085200900","2009",8.60079338715469
"39085201000","2010",6.68097287384165
"39085201200","2012",8.40491080394355
"39085201300","2013",8.02607122469007
"39085206200","2062",7.66866779400489
"39085201400","2014",7.54968311737588
"39085201600","2016",7.42381435845707
"39085201700","2017",7.86209266742747
"39085201800","2018",8.16904513190655
"39085201900","2019",7.9591547517262
"39085203400","2034",7.19803874394287
"39085203500","2035",7.34220299296699
"39085203700","2037",6.15139212418845
"39085204000","2040",8.36349942802666
"39085204200","2042",7.84951891311735
"39085204400","2044",7.44711994136892
"39085204700","2047",7.30291628798243
"39085205001","2050.01",6.49797646828295
"39085205100","2051",6.17762136276339
"39085204302","2043.02",7.15638110466823
"39085206600","2066",8.06941981264382
"39085205200","2052",6.28102266129364
"39085205300","2053",6.76384253013696
"39085205400","2054",7.33876181766323
"39085205702","2057.02",7.07214050889134
"39085206100","2061",6.8125203109454
"39085206300","2063",7.33052720268086
"39085206400","2064",6.01237243481969
"39085206500","2065",7.78528241154627
"39085200700","2007",7.76528849243105
"39085203000","2030",8.24795414042737
"39085203200","2032",7.23912636826096
"39085202100","2021",9.00439027865378
"39085202400","2024",7.73699981811801
"39085202500","2025",8.09120014468506
