"GEOID","NAMELSAD","Particulate.Matter"
"41013950300","Census Tract 9503",3.24709435689362
"41013950200","Census Tract 9502",2.30011206341996
"41013950400","Census Tract 9504",2.64116534406638
"41013950100","Census Tract 9501",2.05453151406825
