"GEOID","NAMELSAD","Particulate.Matter"
"29207470300","Census Tract 4703",8.0489471112155
"29207470100","Census Tract 4701",8.30717958853165
"29207470800","Census Tract 4708",8.11024630359522
"29207470400","Census Tract 4704",8.20594819583144
"29207470200","Census Tract 4702",8.10315302863697
"29207470700","Census Tract 4707",8.41632972513036
"29207470600","Census Tract 4706",8.42735257113217
"29207470500","Census Tract 4705",9.14455332643577
