"GEOID","NAME","Particulate.Matter"
"37101041502","415.02",7.72208783588234
"37101041001","410.01",7.36066040171775
"37101041400","414",7.72399435400101
"37101040800","408",8.05532959993915
"37101040400","404",7.26223734397656
"37101040700","407",7.85287584454855
"37101041300","413",7.48104735139313
"37101040500","405",7.2352570763728
"37101040600","406",7.28753889886104
"37101040100","401",7.24455108205797
"37101040201","402.01",6.91553927487154
"37101040202","402.02",7.03570098567449
"37101040902","409.02",7.40812412953753
"37101041201","412.01",7.62710962220053
"37101041101","411.01",7.37167689513093
"37101041002","410.02",7.33941171781356
"37101041102","411.02",7.57298487538421
"37101041501","415.01",7.52343140475065
"37101040302","403.02",7.36333112568921
"37101040901","409.01",7.39237745563917
"37101041503","415.03",7.6163086082138
"37101040301","403.01",7.33967519958262
"37101041103","411.03",7.50139378237529
"37101041202","412.02",7.53753838393521
"37101040203","402.03",7.16760380952753
