"GEOID","NAME","Particulate.Matter"
"32005001000","10",7.88317652510387
"32005002100","21",6.42550208143364
"32005002200","22",6.35904246222434
"32005002000","20",6.28014126476442
"32005001700","17",3.67422756687273
"32005001800","18",3.35158297941483
"32005001600","16",3.34355403410335
"32005002500","25",5.74791521389852
"32005002300","23",4.27733821396875
"32005001900","19",5.32943237200463
"32005001300","13",6.55905806896434
"32005001500","15",7.42537546394281
"32005001400","14",7.57185713383323
"32005002400","24",4.59428522157084
"32005001200","12",7.80149268213976
"32005001100","11",7.76176947812537
