"GEOID","NAME","Particulate.Matter"
"34013020902","209.02",7.23101662644641
"34013021000","210",6.85450828793135
"34013021100","211",6.93141119759272
"34013021200","212",6.74519214241859
"34013021602","216.02",7.14108378390547
"34013021300","213",7.34944477161286
"34013015400","154",7.9462490519329
"34013015500","155",8.09900443530152
"34013015700","157",8.19999980926512
"34013015800","158",8.19999980926514
"34013016300","163",7.34970395368494
"34013016700","167",7.60214245461101
"34013016800","168",7.2863593398014
"34013021400","214",7.16573837439685
"34013021802","218.02",7.54083643108156
"34013021803","218.03",7.15231062557774
"34013010400","104",8.24709910902268
"34013016900","169",7.09248159761957
"34013017301","173.01",6.55331246869735
"34013017302","173.02",6.42898091886227
"34013017500","175",7.13623903172936
"34013017600","176",7.52547389137154
"34013017800","178",7.79914037599001
"34013017900","179",7.46130261759365
"34013018200","182",8.12324456212092
"34013018300","183",8.15390870910891
"34013018400","184",8.19999980926498
"34013018600","186",8.08443331212134
"34013018700","187",8.07329868904959
"34013019200","192",7.65771776495699
"34013019300","193",7.52158202938942
"34013019400","194",6.66375863854152
"34013019500","195",7.58378015681278
"34013019700","197",7.72359346271756
"34013019800","198",7.54080852194155
"34013019900","199",7.26799391359504
"34013020200","202",7.34084916792124
"34013020400","204",7.41062015443867
"34013020901","209.01",6.83567936579877
"34013004802","48.02",8.51817412486855
"34013005200","52",8.02534035306986
"34013007200","72",8.79968520477129
"34013007300","73",8.7520159134511
"34013007501","75.01",8.65203730530246
"34013008100","81",8.67436787803448
"34013008200","82",8.34722466983214
"34013008700","87",8.55371306722768
"34013016100","161",7.26130751384155
"34013016200","162",7.46892175961082
"34013016400","164",7.02008516731694
"34013016500","165",7.38644659306295
"34013017100","171",7.61684296058426
"34013017200","172",7.80332936319398
"34013017700","177",7.90590146561561
"34013018000","180",6.80262230795799
"34013018800","188",7.90250695118611
"34013019000","190",7.08077047149254
"34013019100","191",7.74468719002229
"34013019600","196",7.67564662273099
"34013020100","201",6.74780470600358
"34013020300","203",7.55431686789127
"34013020500","205",6.9139262933578
"34013020600","206",6.98752231329941
"34013009200","92",8.49928832113051
"34013009300","93",8.38608374018315
"34013009600","96",8.37936991804509
"34013012100","121",7.81341258097464
"34013010200","102",8.29895406774998
"34013010300","103",8.30000019073481
"34013010700","107",8.28060788511567
"34013010900","109",8.19286042538329
"34013011100","111",8.20206764994075
"34013011200","112",8.19743400525488
"34013011300","113",8.19856016557917
"34013011800","118",8.0076620310719
"34013012200","122",7.83631643667103
"34013006200","62",8.51480259173327
"34013017000","170",7.48153476064119
"34013006600","66",8.56339489691074
"34013000900","9",8.28172165525566
"34013011700","117",8.14352807636881
"34013007900","79",8.80000019073465
"34013008000","80",8.75365477932163
"34013008800","88",8.49999999999965
"34013009000","90",8.36312549581908
"34013009100","91",8.39988267324373
"34013009700","97",8.29746233526543
"34013009900","99",8.12666764242319
"34013010000","100",8.16049446783993
"34013000800","8",8.29984659428047
"34013001400","14",8.17699474227871
"34013010100","101",8.26234871137222
"34013010500","105",8.20013181246392
"34013011400","114",8.054292957116
"34013011500","115",8.10322982771304
"34013011600","116",8.15442448841847
"34013012000","120",7.87593510867241
"34013011900","119",8.03773993183816
"34013012300","123",7.96875296306561
"34013012400","124",7.9170714555365
"34013012600","126",8.07584267493053
"34013012700","127",8.02143566079392
"34013013000","130",8.08134305834762
"34013013100","131",8.03018661754501
"34013013300","133",8.02803056403645
"34013014500","145",8.23809975108968
"34013014600","146",8.16815771278975
"34013014700","147",8.1993690979457
"34013014800","148",7.68546587771229
"34013014900","149",7.79989414671823
"34013015000","150",7.67235765090552
"34013015100","151",7.78245367211422
"34013013900","139",7.92202468270233
"34013014000","140",8.04568815364766
"34013014400","144",8.14978364053199
"34013013600","136",8.0625294424877
"34013013700","137",7.99999999999994
"34013015200","152",7.93711380591355
"34013021701","217.01",6.99151340180511
"34013021702","217.02",7.01021476740616
"34013022900","229",8.62730509237567
"34013023100","231",8
"34013023200","232",8.38731392457979
"34013980100","9801",8.79155498700424
"34013980200","9802",8.60499747419701
"34013023000","230",8.10714671156225
"34013021801","218.01",7.31402748166467
"34013008900","89",8.49999999999965
"34013020800","208",7.13496363561808
"34013001600","16",8.21268800281536
"34013009400","94",8.38097316125732
"34013000700","7",8.24560171513749
"34013020700","207",7.16100469827201
"34013002202","22.02",7.84551972607078
