"GEOID","NAME","Particulate.Matter"
"37051001700","17",8.90215177754571
"37051001800","18",9.32242172867075
"37051001901","19.01",8.78412542152865
"37051001902","19.02",9.21387943247154
"37051003500","35",8.96427483716381
"37051000500","5",8.96506313251678
"37051000600","6",9.19333131960138
"37051003700","37",8.31651532779209
"37051003312","33.12",8.70626290895344
"37051000701","7.01",9.30410375672755
"37051001603","16.03",8.85692075611364
"37051001604","16.04",8.99337234282873
"37051002401","24.01",8.8318251639217
"37051003310","33.10",9.25445489589101
"37051003403","34.03",9.22172519541675
"37051003404","34.04",9.03466344757149
"37051003405","34.05",9.16497359075811
"37051003406","34.06",9.15827664900589
"37051003407","34.07",9.20318302567638
"37051003001","30.01",7.88140815824025
"37051003313","33.13",8.20474651372476
"37051003103","31.03",8.28782429777046
"37051003104","31.04",8.16928993939414
"37051003402","34.02",8.98886256425099
"37051003800","38",9.15216263617824
"37051980100","9801",8.07245897042019
"37051980200","9802",8.41571550325104
"37051003205","32.05",8.40639278958552
"37051000200","2",8.99917296913907
"37051002600","26",8.27755832343581
"37051002502","25.02",8.54316873916732
"37051001500","15",8.32568445838981
"37051003307","33.07",8.53646745099277
"37051003201","32.01",8.15986045489298
"37051003203","32.03",9.10977014063649
"37051003600","36",8.19034581202775
"37051002900","29",7.82200929151986
"37051001601","16.01",8.69137151737091
"37051002503","25.03",8.7687542433051
"37051001400","14",8.14749237550952
"37051000900","9",9.23932968482855
"37051002800","28",7.86838741392759
"37051002504","25.04",8.50574641064599
"37051001200","12",8.90654803992429
"37051002700","27",8.1240427119126
"37051003002","30.02",7.88927833049607
"37051003102","31.02",8.00992439876616
"37051003401","34.01",9.13841489923789
"37051003408","34.08",9.15052211150889
"37051002002","20.02",9.37778733800149
"37051002001","20.01",9.47798660857257
"37051003314","33.14",8.24533297135805
"37051000702","7.02",9.27125911196399
"37051002402","24.02",9.20368971424258
"37051003311","33.11",9.09642374255666
"37051001000","10",9.12748933715687
"37051000800","8",9.38007207726117
"37051001100","11",9.25461876816254
"37051001903","19.03",9.01456793572241
"37051002100","21",9.27762693657122
"37051002200","22",8.95902428067145
"37051002300","23",8.79575266097653
"37051002501","25.01",9.06452858486367
"37051003302","33.02",8.93218103401117
"37051003304","33.04",9.30163615614385
"37051003204","32.04",8.80980562867088
"37051003309","33.09",9.32408487671047
"37051003305","33.05",8.9090962291951
