"GEOID","NAME","Particulate.Matter"
"39145003300","33",9.3403412066341
"39145003400","34",9.88703981005198
"39145003600","36",9.756664008666
"39145003700","37",9.96899417153309
"39145003200","32",8.58682989581715
"39145003900","39",8.08191093829901
"39145002500","25",7.52959702420583
"39145002700","27",7.60301717813169
"39145002800","28",7.87277460782825
"39145002200","22",7.03826485272007
"39145004000","40",6.88047556165956
"39145002600","26",7.63515046289607
"39145003500","35",9.80071657901814
"39145002300","23",7.01376987376604
"39145002900","29",8.16203172372373
"39145003800","38",8.16212812257323
"39145002400","24",7.3255683445185
"39145003000","30",8.18659440140051
"39145002100","21",7.24411361268639
"39145003100","31",8.09570806755593
