"GEOID","NAMELSAD","Particulate.Matter"
"45029970300","Census Tract 9703",6.70425404241713
"45029970100","Census Tract 9701",6.61599746737469
"45029970800","Census Tract 9708",6.68135684722365
"45029970600","Census Tract 9706",6.66111824256332
"45029970200","Census Tract 9702",6.79543622491441
"45029970700","Census Tract 9707",6.57615775190254
"45029970500","Census Tract 9705",6.72996320803118
"45029970401","Census Tract 9704.01",6.68957085395144
"45029970402","Census Tract 9704.02",6.70566263733159
